submission_pk,User,norec,multibooked_ca,multibooked_eu,opener_en,opener_es,mpqa,darmstadt_unis,Average score
1132009,septieme,0.518 (12),0.497 (13),0.355 (14),0.456 (14),
1083696,jylong,0.375 (15),0.474 (14),0.504 (9),0.451 (15),
1083546,ouzh,0.375 (15),0.474 (14),0.504 (9),0.451 (15),
1088256,gerarld,0.321 (16),0.269 (16),0.303 (15),0.298 (16),
1087450,janpf,0.315 (17),0.259 (17),0.243 (16),0.272 (17),
1120632,bhushangolani,0.412 (14),0.206 (18),0.062 (17),0.226 (18),
1120697,subhendukhatuya,0.285 (18),0.148 (19),0.000 (19),0.145 (19),
1087589,chx.dou,0.013 (19),0.009 (20),0.004 (18),0.009 (20),
1132457,sadra-barikbin,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1120664,NLP_SABY,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1120538,samikd,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1085225,lucasrafaelc,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1088336,jzh1qaz,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1087590,zhixiaobao,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1088267,psarangi,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1087743,normalkim,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1087659,zaizhep,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1087595,evanyfyang,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1086482,robvanderg,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1086064,michael_wzhu91,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1082765,UniParma,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1082722,huyenbui117,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1081729,karun842002,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1080805,whu_venti,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
1071779,foodchup,0.000 (20),0.000 (21),0.000 (19),0.000 (21),
