submission_pk,User,F-Score,Accuracy
766752,kabil_ESSEFAR,0.9206 (41),0.8970 (32),
744206,akshayg,0.9186 (42),0.8970 (32),
756977,vijit-m,0.9173 (43),0.8950 (33),
754659,Maoqin,0.9156 (44),0.8890 (35),
765785,tathagataraha,0.9150 (45),0.8980 (31),
763782,TakeLab-Hahackathon,0.9146 (46),0.8900 (34),
760499,LucasHub,0.9137 (47),0.8950 (33),
766793,JAGD,0.9057 (48),0.8780 (36),
763228,LOLASING,0.8882 (49),0.8600 (37),
740908,Zehao_Liu,0.8849 (50),0.8530 (38),
739140,milad.sayadamooz,0.8791 (51),0.8430 (39),
760182,Katy,0.8672 (52),0.8270 (40),
741548,alexkara23,0.8650 (53),0.8230 (41),
760324,khatri,0.8640 (54),0.8230 (41),
760326,brij,0.8633 (55),0.8230 (41),
748482,Asigmo_Team2,0.8587 (56),0.8140 (42),
759329,LiJH,0.8315 (57),0.7880 (43),
759826,crockrazzzzzz,0.8262 (58),0.7670 (44),
759823,OMI_SAW,0.6927 (59),0.6060 (45),
766762,reynier,- (60),- (46),
757141,Isra,- (60),- (46),
submission_pk,User,RMSE
743855,Amherst685,0.4848 (1),
766699,dalya,0.4853 (2),
766707,zain,0.4936 (3),
755179,gerarld,0.4962 (4),
755089,Tyagi_Lakshay,0.5004 (5),
755081,AvikPal141099,0.5004 (5),
759479,razormest,0.5009 (6),
764364,fdabek,0.5076 (7),
745451,Aish,0.5081 (8),
766006,Sattiy,0.5125 (9),
743400,manzar,0.5133 (10),
758363,somethingx95,0.5180 (11),
757423,emran,0.5181 (12),
766200,omar1234,0.5319 (13),
744455,keerthikarajvel,0.5367 (14),
754165,snehan_coursera,0.5373 (15),
763767,ryanachi,0.5559 (16),
753838,apostaremczak,0.5597 (17),
748482,Asigmo_Team2,0.5669 (18),
762721,stce,0.5693 (19),
763380,abdelkader,0.5966 (20),
756977,vijit-m,0.6000 (21),
741548,alexkara23,0.6151 (22),
748553,StoneOpen,0.6450 (23),
766762,reynier,0.6633 (24),
766117,DeepBlueAI,0.7556 (25),
761399,mayukh,0.7642 (26),
762086,YuanXDD,0.7979 (27),
740166,pakawat.nk,0.8092 (28),
766368,ThisIstheEnd,0.8141 (29),
760322,Nisha_Ramrakhyani,0.8846 (30),
760182,Katy,0.9343 (31),
766793,JAGD,0.9811 (32),
763228,LOLASING,1.3855 (33),
762943,LeoJ,2.3404 (34),
759329,LiJH,2.3404 (34),
757728,xiangyangli,2.3404 (34),
739140,milad.sayadamooz,2.3404 (34),
744206,akshayg,2.6513 (35),
766816,bousselham,- (36),
766802,MagicPai,- (36),
766536,mengyuan_jiayi,- (36),
757454,zaak,- (36),
766752,kabil_ESSEFAR,- (36),
765841,calamitylink,- (36),
765785,tathagataraha,- (36),
763782,TakeLab-Hahackathon,- (36),
763217,CHAOYUDENG,- (36),
762993,SreyanGhosh,- (36),
760499,LucasHub,- (36),
760326,brij,- (36),
760324,khatri,- (36),
759826,crockrazzzzzz,- (36),
759823,OMI_SAW,- (36),
758277,iambackend,- (36),
757141,Isra,- (36),
755601,csecudsg,- (36),
754752,surajsh,- (36),
754659,Maoqin,- (36),
743679,ormuz,- (36),
740908,Zehao_Liu,- (36),
735087,wyclover,- (36),
submission_pk,User,F-Score,Accuracy
766699,dalya,0.6598 (1),0.5301 (13),
763380,abdelkader,0.6567 (2),0.4905 (23),
766117,DeepBlueAI,0.6565 (3),0.5000 (22),
764364,fdabek,0.6553 (4),0.4873 (24),
762721,stce,0.6546 (5),0.5158 (17),
766200,omar1234,0.6471 (6),0.4873 (24),
745451,Aish,0.5994 (7),0.5475 (7),
766793,JAGD,0.5932 (8),0.4858 (25),
761399,mayukh,0.5824 (9),0.4684 (27),
757141,Isra,0.5705 (10),0.5617 (4),
754752,surajsh,0.5693 (11),0.5380 (10),
748482,Asigmo_Team2,0.5635 (12),0.4778 (26),
743855,Amherst685,0.5615 (13),0.5823 (1),
757423,emran,0.5493 (14),0.5585 (5),
754165,snehan_coursera,0.5478 (15),0.5585 (5),
766368,ThisIstheEnd,0.5446 (16),0.5475 (7),
755089,Tyagi_Lakshay,0.5443 (17),0.5443 (8),
755081,AvikPal141099,0.5443 (17),0.5443 (8),
740166,pakawat.nk,0.5367 (18),0.5411 (9),
744455,keerthikarajvel,0.5151 (19),0.5680 (3),
766006,Sattiy,0.5118 (20),0.5744 (2),
748553,StoneOpen,0.5115 (21),0.5617 (4),
759826,crockrazzzzzz,0.5065 (22),0.5190 (16),
759479,razormest,0.5035 (23),0.5506 (6),
755179,gerarld,0.5033 (24),0.5253 (14),
760182,Katy,0.5000 (25),0.5222 (15),
762086,YuanXDD,0.4966 (26),0.5348 (11),
741548,alexkara23,0.4909 (27),0.5111 (19),
760324,khatri,0.4460 (28),0.5127 (18),
766707,zain,0.4402 (29),0.5411 (9),
760326,brij,0.4388 (30),0.5063 (21),
763228,LOLASING,0.4259 (31),0.5095 (20),
758363,somethingx95,0.3806 (32),0.5158 (17),
760322,Nisha_Ramrakhyani,0.3763 (33),0.5332 (12),
762943,LeoJ,0.0000 (34),0.5127 (18),
759329,LiJH,0.0000 (34),0.5127 (18),
757728,xiangyangli,0.0000 (34),0.5127 (18),
756977,vijit-m,0.0000 (34),0.5127 (18),
739140,milad.sayadamooz,0.0000 (34),0.5127 (18),
766816,bousselham,- (35),- (28),
766802,MagicPai,- (35),- (28),
766536,mengyuan_jiayi,- (35),- (28),
757454,zaak,- (35),- (28),
766762,reynier,- (35),- (28),
766752,kabil_ESSEFAR,- (35),- (28),
765841,calamitylink,- (35),- (28),
765785,tathagataraha,- (35),- (28),
743400,manzar,- (35),- (28),
763782,TakeLab-Hahackathon,- (35),- (28),
763767,ryanachi,- (35),- (28),
763217,CHAOYUDENG,- (35),- (28),
762993,SreyanGhosh,- (35),- (28),
760499,LucasHub,- (35),- (28),
759823,OMI_SAW,- (35),- (28),
758277,iambackend,- (35),- (28),
755601,csecudsg,- (35),- (28),
753838,apostaremczak,- (35),- (28),
754659,Maoqin,- (35),- (28),
744206,akshayg,- (35),- (28),
743679,ormuz,- (35),- (28),
740908,Zehao_Liu,- (35),- (28),
735087,wyclover,- (35),- (28),
submission_pk,User,RMSE
766699,dalya,0.4817 (1),
748553,StoneOpen,0.4854 (2),
766707,zain,0.5064 (3),
757423,emran,0.5209 (4),
743855,Amherst685,0.5239 (5),
758363,somethingx95,0.5243 (6),
759479,razormest,0.5283 (7),
755089,Tyagi_Lakshay,0.5382 (8),
755081,AvikPal141099,0.5382 (8),
766006,Sattiy,0.5515 (9),
766762,reynier,0.5591 (10),
755179,gerarld,0.5597 (11),
754752,surajsh,0.5641 (12),
766200,omar1234,0.5796 (13),
762086,YuanXDD,0.5826 (14),
763380,abdelkader,0.5993 (15),
764364,fdabek,0.6039 (16),
740166,pakawat.nk,0.6086 (17),
766368,ThisIstheEnd,0.6152 (18),
745451,Aish,0.6335 (19),
744455,keerthikarajvel,0.6377 (20),
761399,mayukh,0.6498 (21),
766117,DeepBlueAI,0.7219 (22),
741548,alexkara23,0.9108 (23),
760322,Nisha_Ramrakhyani,0.9190 (24),
748482,Asigmo_Team2,1.0101 (25),
766793,JAGD,1.1236 (26),
762943,LeoJ,1.3838 (27),
759329,LiJH,1.3838 (27),
757728,xiangyangli,1.3838 (27),
739140,milad.sayadamooz,1.3838 (27),
760182,Katy,1.4499 (28),
756977,vijit-m,1.7578 (29),
766816,bousselham,- (30),
766802,MagicPai,- (30),
766536,mengyuan_jiayi,- (30),
757454,zaak,- (30),
766752,kabil_ESSEFAR,- (30),
765841,calamitylink,- (30),
765785,tathagataraha,- (30),
743400,manzar,- (30),
763782,TakeLab-Hahackathon,- (30),
763767,ryanachi,- (30),
763228,LOLASING,- (30),
763217,CHAOYUDENG,- (30),
762993,SreyanGhosh,- (30),
762721,stce,- (30),
760499,LucasHub,- (30),
760326,brij,- (30),
760324,khatri,- (30),
759826,crockrazzzzzz,- (30),
759823,OMI_SAW,- (30),
758277,iambackend,- (30),
757141,Isra,- (30),
755601,csecudsg,- (30),
753838,apostaremczak,- (30),
754659,Maoqin,- (30),
754165,snehan_coursera,- (30),
744206,akshayg,- (30),
743679,ormuz,- (30),
740908,Zehao_Liu,- (30),
735087,wyclover,- (30),
