submission_pk,User,Top-1 Accuracy (%),Top-1 Accuracy (%),Top-1 Accuracy (%),Top-5 Accuracy (%),Top-5 Accuracy (%),Top-5 Accuracy (%),Precision (%),Precision (%),Precision (%),Recall (%),Recall (%),Recall (%)
,Verb,Noun,Action,Verb,Noun,Action,Verb,Noun,Action,Verb,Noun,Action
539669,georkap,28.10 (17),49.38 (14),13.11 (27),15.15 (19),,,,,,,,,,,,,
591573,EPIC_TRN_FUSION,27.58 (18),46.44 (19),15.03 (21),13.40 (24),,,,,,,,,,,,,
624786,Surromind,27.03 (19),45.22 (22),16.09 (19),16.42 (16),,,,,,,,,,,,,
515918,bduke,26.98 (20),45.56 (21),18.25 (15),18.63 (14),,,,,,,,,,,,,
621520,JaeD,26.84 (21),47.38 (18),16.13 (18),15.11 (20),,,,,,,,,,,,,
542991,andrea.bottino,26.64 (22),44.26 (24),15.78 (20),16.36 (17),,,,,,,,,,,,,
530494,Saptarshi_sinha,25.30 (23),44.75 (23),12.02 (30),12.54 (25),,,,,,,,,,,,,
523064,hepic,25.30 (23),49.19 (15),13.93 (23),13.65 (23),,,,,,,,,,,,,
544143,JianMa,23.60 (24),42.05 (29),11.94 (31),12.52 (26),,,,,,,,,,,,,
823863,vpu,22.51 (25),42.44 (28),14.35 (22),12.43 (27),,,,,,,,,,,,,
587433,salam,22.43 (26),44.12 (25),13.91 (24),12.42 (28),,,,,,,,,,,,,
487015,Nachwa,21.34 (27),43.97 (26),12.27 (29),10.70 (30),,,,,,,,,,,,,
480873,EPIC_TSN_Fusion,20.54 (28),39.79 (32),11.57 (32),9.78 (31),,,,,,,,,,,,,
480871,EPIC_TSN_RGB,19.86 (29),41.89 (30),11.02 (33),9.76 (33),,,,,,,,,,,,,
622829,frost,19.75 (30),41.03 (31),12.45 (28),11.50 (29),,,,,,,,,,,,,
518560,davidemoltisanti,19.17 (31),35.63 (33),13.64 (25),9.45 (34),,,,,,,,,,,,,
606633,akankshyamishra,19.11 (32),33.35 (34),8.18 (35),9.77 (32),,,,,,,,,,,,,
535917,kuzikaide,15.22 (33),29.65 (38),8.85 (34),8.12 (35),,,,,,,,,,,,,
841696,knmac,14.69 (34),30.81 (36),7.03 (36),6.47 (36),,,,,,,,,,,,,
481195,EPIC_2SCNN_RGB,13.67 (35),33.25 (35),6.66 (37),5.47 (37),,,,,,,,,,,,,
481184,EPIC_2SCNN_Fusion,13.23 (36),30.36 (37),5.92 (38),4.93 (38),,,,,,,,,,,,,
496983,juanv,11.93 (37),27.29 (39),4.23 (40),3.69 (40),,,,,,,,,,,,,
622047,roi_graph,10.76 (38),21.70 (41),4.84 (39),4.26 (39),,,,,,,,,,,,,
480872,EPIC_TSN_Flow,9.02 (39),21.92 (40),2.58 (41),2.28 (42),,,,,,,,,,,,,
682829,chundi,7.62 (40),19.34 (42),1.23 (43),2.31 (41),,,,,,,,,,,,,
481203,EPIC_2SCNN_Flow,6.01 (41),16.90 (43),1.10 (44),1.32 (43),,,,,,,,,,,,,
624266,Chenbin_Pan,4.44 (42),10.84 (44),1.61 (42),1.12 (44),,,,,,,,,,,,,
submission_pk,User,Top-1 Accuracy (%),Top-1 Accuracy (%),Top-1 Accuracy (%),Top-5 Accuracy (%),Top-5 Accuracy (%),Top-5 Accuracy (%),Precision (%),Precision (%),Precision (%),Recall (%),Recall (%),Recall (%)
,Verb,Noun,Action,Verb,Noun,Action,Verb,Noun,Action,Verb,Noun,Action
624883,wasun,27.96 (1),46.81 (1),17.35 (1),19.82 (2),,,,,,,,,,,,,
541084,aptx4869lm,27.35 (2),45.24 (3),16.52 (3),20.05 (1),,,,,,,,,,,,,
625243,action_banks,26.97 (3),46.43 (2),14.99 (6),17.97 (4),,,,,,,,,,,,,
624890,weiyaowang,26.56 (4),43.63 (5),15.71 (4),18.89 (3),,,,,,,,,,,,,
625339,Sudhakaran,25.71 (5),44.42 (4),12.74 (8),17.93 (5),,,,,,,,,,,,,
624248,tnet,24.62 (6),41.38 (7),16.61 (2),17.81 (6),,,,,,,,,,,,,
732268,zylin_cuhk,24.24 (7),42.81 (6),14.11 (7),16.87 (7),,,,,,,,,,,,,
736788,lyttonhao,23.22 (8),40.97 (8),15.31 (5),16.55 (8),,,,,,,,,,,,,
482231,TBN_Ensemble,21.99 (9),40.59 (9),9.83 (14),13.52 (9),,,,,,,,,,,,,
623720,cvg_uni_bonn,20.45 (10),38.17 (10),9.77 (15),13.50 (10),,,,,,,,,,,,,
482053,antoninofurnari,19.49 (11),37.15 (11),9.72 (16),13.33 (11),,,,,,,,,,,,,
827908,Wenda,18.61 (12),35.88 (13),8.96 (20),11.49 (15),,,,,,,,,,,,,
591572,EPIC_MTRN_FUSION,17.86 (13),32.54 (15),10.46 (12),11.14 (18),,,,,,,,,,,,,
539669,georkap,17.86 (13),36.26 (12),7.13 (25),11.63 (14),,,,,,,,,,,,,
591573,EPIC_TRN_FUSION,17.79 (14),32.20 (16),10.37 (13),11.23 (16),,,,,,,,,,,,,
565576,plnet,17.62 (15),28.64 (21),8.51 (21),11.90 (12),,,,,,,,,,,,,
625400,SeungBumHong,17.58 (16),29.46 (17),10.49 (10),11.66 (13),,,,,,,,,,,,,
591570,EPIC_TSM_FUSION,17.38 (17),32.67 (14),9.17 (19),11.18 (17),,,,,,,,,,,,,
621520,JaeD,15.53 (18),29.16 (19),11.00 (9),10.45 (19),,,,,,,,,,,,,
675701,BonnTME,15.47 (19),28.44 (23),10.48 (11),9.80 (21),,,,,,,,,,,,,
624786,Surromind,15.47 (19),28.85 (20),9.27 (18),9.99 (20),,,,,,,,,,,,,
523064,hepic,14.34 (20),29.22 (18),6.84 (26),9.19 (25),,,,,,,,,,,,,
530494,Saptarshi_sinha,14.03 (21),28.54 (22),9.64 (17),9.49 (23),,,,,,,,,,,,,
515918,bduke,13.96 (22),26.19 (26),8.00 (22),9.74 (22),,,,,,,,,,,,,
622829,frost,13.62 (23),28.37 (24),4.72 (34),6.48 (29),,,,,,,,,,,,,
542991,andrea.bottino,13.55 (24),26.94 (25),7.40 (23),9.23 (24),,,,,,,,,,,,,
606633,akankshyamishra,12.36 (25),22.77 (32),7.25 (24),8.60 (26),,,,,,,,,,,,,
544143,JianMa,11.37 (26),23.15 (31),6.30 (28),6.17 (31),,,,,,,,,,,,,
480873,EPIC_TSN_Fusion,10.89 (27),25.26 (28),6.21 (29),6.49 (28),,,,,,,,,,,,,
587433,salam,10.31 (28),23.32 (30),5.88 (30),5.96 (32),,,,,,,,,,,,,
480871,EPIC_TSN_RGB,10.11 (29),25.33 (27),5.32 (32),6.34 (30),,,,,,,,,,,,,
823863,vpu,9.80 (30),22.53 (33),6.54 (27),7.11 (27),,,,,,,,,,,,,
487015,Nachwa,9.73 (31),24.89 (29),5.50 (31),5.95 (33),,,,,,,,,,,,,
496983,juanv,9.63 (32),21.65 (34),3.36 (37),4.15 (35),,,,,,,,,,,,,
518560,davidemoltisanti,8.77 (33),19.36 (37),5.17 (33),4.86 (34),,,,,,,,,,,,,
481184,EPIC_2SCNN_Fusion,7.31 (34),19.49 (36),3.19 (40),3.00 (40),,,,,,,,,,,,,
481195,EPIC_2SCNN_RGB,6.79 (35),20.42 (35),3.39 (36),3.01 (39),,,,,,,,,,,,,
480872,EPIC_TSN_Flow,6.73 (36),18.64 (38),2.32 (41),2.54 (41),,,,,,,,,,,,,
841696,knmac,6.56 (37),17.00 (39),3.20 (39),3.60 (37),,,,,,,,,,,,,
535917,kuzikaide,6.38 (38),14.00 (41),3.88 (35),3.63 (36),,,,,,,,,,,,,
622047,roi_graph,6.25 (39),13.11 (42),3.24 (38),3.57 (38),,,,,,,,,,,,,
481203,EPIC_2SCNN_Flow,4.75 (40),14.82 (40),1.17 (43),2.05 (42),,,,,,,,,,,,,
682829,chundi,4.71 (41),13.08 (43),1.23 (42),1.82 (43),,,,,,,,,,,,,
624266,Chenbin_Pan,2.15 (42),6.21 (44),0.99 (44),0.99 (44),,,,,,,,,,,,,
