submission_pk,User,RMSE,RMSE@10,RMSE@20,RMSE@30,RMSE@40
561471,jam,0.57669 (64),0.78711 (82),0.69695 (80),0.63589 (70),0.60297 (44),
521069,TLau,0.57770 (65),1.00002 (15),0.83569 (15),0.72576 (18),0.64297 (18),
559816,xthl,0.57840 (66),1.00380 (12),0.83752 (12),0.72721 (14),0.64417 (16),
549183,SujiJang,0.57840 (67),1.00394 (11),0.83760 (11),0.72726 (13),0.64419 (15),
529349,aagafiyatullina,0.57840 (67),1.00394 (11),0.83760 (11),0.72726 (13),0.64419 (15),
524131,allenchen,0.57840 (67),1.00394 (11),0.83760 (11),0.72726 (13),0.64419 (15),
506815,nabilhossain,0.57840 (67),1.00394 (11),0.83760 (11),0.72726 (13),0.64419 (15),
514011,Malak-AG,0.57842 (68),1.00335 (13),0.83725 (14),0.72706 (15),0.64412 (17),
561654,dianehu,0.57869 (69),1.00451 (10),0.83820 (10),0.72772 (11),0.64452 (14),
528773,xiliconcarne,0.57906 (70),1.00468 (9),0.83856 (9),0.72795 (10),0.64478 (12),
507344,milkstout,0.57976 (71),1.00249 (14),0.83737 (13),0.72753 (12),0.64476 (13),
569822,xenia,0.58008 (72),0.93933 (33),0.79634 (32),0.70137 (31),0.63211 (24),
535380,new_topchoice,0.58056 (73),0.99848 (16),0.83503 (16),0.72652 (17),0.64520 (11),
563804,Taha,0.58207 (74),0.99729 (17),0.83482 (17),0.72696 (16),0.64627 (10),
514421,utopiaisnotreal,0.58384 (75),1.01128 (8),0.84379 (8),0.73375 (9),0.64945 (9),
556673,ayman.farghaly,0.58857 (76),1.02163 (6),0.85291 (7),0.74050 (8),0.65507 (8),
528078,heidy,0.61256 (77),1.02681 (4),0.86806 (5),0.75545 (6),0.67577 (7),
569896,uir,0.62438 (78),0.96754 (23),0.83341 (18),0.74430 (7),0.67753 (6),
522415,wnlckwd,0.62638 (79),1.01384 (7),0.86785 (6),0.76482 (5),0.68706 (5),
549381,aniton,0.70476 (80),1.02451 (5),0.89247 (4),0.80795 (4),0.75172 (4),
561411,frietz58,0.72660 (81),1.07596 (2),0.94080 (2),0.84892 (3),0.77959 (3),
509521,Kayal_Sampath,0.76641 (82),1.06492 (3),0.93625 (3),0.86257 (2),0.80682 (2),
517100,exile025,0.79572 (83),1.18865 (1),1.02972 (1),0.92673 (1),0.85113 (1),
submission_pk,User,Accuracy,Reward
549381,aniton,- (-),,
529424,npopova,- (-),,
562196,lunayach,- (-),,
538647,ocobas23,- (-),,
531482,Muntaha,- (-),,
565284,Mjason,- (-),,
556071,FSFS,- (-),,
569896,uir,- (-),,
506929,ron.chatt,- (-),,
521267,zniu,- (-),,
536123,Raghavan,- (-),,
531523,funny3,- (-),,
557133,zxchen,- (-),,
509521,Kayal_Sampath,- (-),,
563804,Taha,- (-),,
546401,FFFSSS,- (-),,
560742,alonzorz,- (-),,
529513,popoeltro,- (-),,
551161,ttzhang,- (-),,
545404,HumorAAC,- (-),,
529535,appuzanova,- (-),,
556673,ayman.farghaly,- (-),,
511619,peiran,- (-),,
511623,julia-trofim,- (-),,
522379,marian_ald,- (-),,
519319,yangst,- (-),,
529048,lenochka,- (-),,
529052,umanetz.k,- (-),,
560287,nlp-590,- (-),,
512160,PeterZhizhin,- (-),,
508578,granilace,- (-),,
522415,wnlckwd,- (-),,
517297,aa,- (-),,
565430,sid.mahurkar,- (-),,
559816,xthl,- (-),,
528078,heidy,- (-),,
554192,george.vlad,- (-),,
532184,vgtomahawk,- (-),,
549092,prateekgupta2533,- (-),,
517365,Ferryman,- (-),,
499446,grekislife,- (-),,
531705,Ahsan11,- (-),,
541441,miary,- (-),,
561411,frietz58,- (-),,
511243,will_go,- (-),,
529177,anniesss1,- (-),,
567600,FAFA,- (-),,
570154,anasteam,- (-),,
531760,moonalasad,- (-),,
561471,jam,- (-),,
559942,xsysigma,- (-),,
531277,wonderful_tonight,- (-),,
535380,new_topchoice,- (-),,
528728,serjtroshin,- (-),,
520028,kevintest,- (-),,
548701,AAARRRR,- (-),,
524131,allenchen,- (-),,
566119,geopar,- (-),,
521069,TLau,- (-),,
531314,xuxuxu,- (-),,
514421,utopiaisnotreal,- (-),,
549183,SujiJang,- (-),,
528773,xiliconcarne,- (-),,
562063,rtdesetty,- (-),,
540312,unituebingenCL,- (-),,
556448,apurva19,- (-),,
529832,aapanaetov,- (-),,
531374,BramVanroy,- (-),,
554424,HonoMi,- (-),,
506815,nabilhossain,- (-),,
562625,Jiajun,- (-),,
529349,aagafiyatullina,- (-),,
520137,Suihan,- (-),,
531918,Enas,- (-),,
507344,milkstout,- (-),,
509393,jedismot,- (-),,
557527,Pramodith,- (-),,
514011,Malak-AG,- (-),,
569822,xenia,- (-),,
549856,yinxx325,- (-),,
549858,xiane1996,- (-),,
550888,Buhscitu,- (-),,
517100,exile025,- (-),,
569853,Farah,- (-),,
561654,dianehu,- (-),,
557050,jtoma,- (-),,
531965,awais,- (-),,
